 59.3696264,25.1830216 
 58.987864202702426, 26.24172826893029 
 34,9 
 59.369217,26.3360753 
 34,9 
 47.28167,8.45023 
 38.5,-0.5 
 58.0960595,27.450842 
 58.9982506,24.7907483 
 59.00523,24.7932232 
 58.998005,24.0590475 
 58.1439905,26.2485158 
 59.2217401,24.6718185 
 47.27541,8.4897 
 47.28167,8.45023 
 59.293307,24.6562615 
 58.1633165,22.2547587 
 59.3219021,24.5564681 
 34,9 
 47.27541,8.4897 
 59.3920184,27.782718 
 59.39134,27.7907554 
 58.40793,24.6596722 
 45.451861,-90.932812 
 59.4299064,24.5436286 
 47.27541,8.4897 
 59.403246,24.6554195 
 34,9 
 59.44071036398726, 24.737701698550065 
 26.66667,87.5 
 59.401768,24.6685833 
 59.4211214,24.6512281 
 47.27541,8.4897 
 35.61667,10.75 
 59.393409,24.7192687 
 59.4073346,24.6408042 
 34,9 
 59.4124701,24.6667414 
 59.4282253,24.6269175 
 38.5,-0.5 
 26.91667,87.91667 
 34,9 
 36.63333,10.25 
 59.4114816,24.6372697 
 34,9 
 59.4508693,24.8617542 
 59.4528542,24.8745859 
 59.4407296,24.8635227 
 59.4407296,24.8635227 
 59.4434046,24.8635381 
 34,9 
 59.450159,24.8811793 
 59.4150023,24.7391667 
 59.4013854,24.6973139 
 59.3721561,24.7165904 
 59.4223618,24.6972158 
 59.4343042,24.723727 
 47.27541,8.4897 
 59.4085527,24.6888524 
 26.58333,87.91667 
 27.58333,87.33333 
 59.4183293,24.7222286 
 59.3888366,24.6846018 
 59.4126925,24.6609287 
 59.4114777,24.6473109 
 41.91667,9.16667 
 59.3608822,24.6307275 
 34,9 
 34,9 
 59.3806545,24.660285 
 34,9 
 59.4685345,24.8348637 
 59.462283,24.8283849 
 59.4438927,24.7504325 
 34,9 
 59.3662954,24.7599437 
 59.4266429,24.6524183 
 41.66667,2 
 59.433324,24.8313426 
 59.4335637,24.7515184 
 34,9 
 59.4074492,24.7044132 
 59.4145752,24.7076448 
 34,9 
 34,9 
 59.3954359,24.6835279 
 59.4244832,24.794081 
 59.4419122,24.8499801 
 59.401419,24.7175188 
 59.4087942,24.6753719 
 34,9 
 34,9 
 59.4112797,24.7367543 
 59.4034702,24.7151292 
 34,9 
 34,9 
 47.28167,8.45023 
 26.58333,87.91667 
 41.66667,2 
 34,9 
 59.3814247,24.7009637 
 34,9 
 59.4031546,24.6693498 
 59.4365991,24.7549171 
 34,9 
 47.27541,8.4897 
 34,9 
 41.66667,2 
 58.3779615,26.7602122 
 58.3685873,26.7664697 
 58.3732615,26.7491522 
 35.20703,-88.33754 
 34,9 
 34,9 
 34,9 
 25.75,81.75 
 58.3678175,26.7170195 
 47.28167,8.45023 
 48.8534,2.3486 
 65.15041,-149.34971 
 34,9 
 58.3543346,26.7129717 
 58.3779615,26.7602122 
 -9.376,-171.233 
 47.28167,8.45023 
 34,9 
 47.28167,8.45023 
 38.015431,-83.441239 
 47.27541,8.4897 
 38.5,-0.5 
 47.28167,8.45023 
 47.27541,8.4897 
 58.334595,23.9940655 
 59.079812082205855, 24.239027628014757 
 34,9 
 58.3151163,26.7220739 
 58.9405538,23.5824691 
 59.4189359,24.3359605 
 59.2854,24.9762 
 59.1323721,26.2534205 
 57.7741776,26.0443293 
 47.28167,8.45023 
 58.6540237,25.0382137 
 58.430635,23.7542033 
 58.1663765,26.9324825 
 58.0044755,27.3476149 
 59.5062367,24.8310435 
 26.58333,87.91667 
 59.5057207,24.8280974 
 47.27541,8.4897 
 47.28167,8.45023 
 58.3531304,25.5840531 
 39.5,-0.75 
 41.66667,2 
 35.61667,10.75 
 58.572369,23.5149147 
 46.06966,11.12177 
 34,9 
 34,9 
 47.28167,8.45023 

 59.3276826,27.4203747 
 59.4320191,24.8237706 
 59.4484234,24.8451053 
 58.38062,26.72509 
 59.3579653,24.9121106 
 59.3345525,25.3331962 
 59.3125093,24.4175101 
 59.3069122,24.4141243 
 59.31323,24.422028 
 59.309999,24.8343044 
 59.1795016,25.1660087 
 59.4465883,25.4439176 
 59.4452739,25.4333561 
 59.378141,24.238757 
 59.6056515,25.4984578 
 59.4309355,24.9625163 
 59.4735476,25.0198472 
 59.4871351,25.0182852 
 59.43696,24.75353 
 59.3496292,24.059654 
 59.43696,24.75353 
 59.293307,24.6562615 
 59.3241353,24.5479364 
 59.324317,24.5607692 
 59.4299064,24.5436286 
 59.4436236,24.8732071 
 59.5062367,24.8310435 
 59.5046012,24.8266375 
 59.5049447,24.8300415 
 59.3922839,24.7229564 
 59.353402,24.6285812 
 59.43696,24.75353 
 59.3662954,24.7599437 
 59.4519319,24.7176649 
 59.43696,24.75353 
 59.4407643,24.7353976 
 59.431588,24.7451302 
 59.4250681,24.643705 
 59.3825646,24.6637286 
 59.393409,24.7192687 
 59.4124701,24.6667414 
 59.4272232,24.640069 
 59.4453906,24.8797422 
 59.4340891,24.7696565 
 59.43696,24.75353 
 59.4118287,24.6375238 
 59.4268838,24.7224662 
 59.4268838,24.7224662 
 59.4528542,24.8745859 
 59.4407296,24.8635227 
 59.433324,24.8313426 
 59.4430897,24.8632945 
 59.4488137,24.8629618 
 59.4269139,24.7195562 
 59.3721561,24.7165904 
 59.4223618,24.6972158 
 59.421982,24.6997229 
 59.4302756,24.6975251 
 59.4085527,24.6888524 
 59.4080332,24.6871246 
 59.4415073,24.7630563 
 59.3876383,24.6835182 
 59.4108432,24.6643027 
 59.4114777,24.6473109 
 59.3932536,24.7237897 
 59.4448288,24.7004477 
 59.4685345,24.8348637 
 59.462283,24.8283849 
 59.450159,24.8811793 
 59.4266429,24.6524183 
 59.4431029,24.7631313 
 59.4260591,24.7828926 
 59.4438373,24.8227215 
 59.4335637,24.7515184 
 59.4074492,24.7044132 
 59.4145752,24.7076448 
 59.4315861,24.7603772 
 59.4472484,24.6928579 
 59.4244832,24.794081 
 59.4419122,24.8499801 
 59.4034702,24.7151292 
 59.4535224,24.7050985 
 59.432222,24.7801897 
 59.4215601,24.7958311 
 59.4026721,24.6866163 
 59.4408479,24.8439666 
 59.4356683,24.7547949 
 58.9985186,22.7469951 
 58.9907455,22.7649005 
 59.3379836,27.4201844 
 59.353204,27.4116442 
 59.3537151,27.4197591 
 59.3582307,27.4140968 
 59.3567278,26.9755626 
 59.3808561,28.1767378 
 59.3785035,28.1892804 
 59.3866893,28.1790554 
 59.392482,27.784306 
 59.39697,27.76331 
 58.7454777,25.7682602 
 58.8866363,25.5399807 
 58.8866759,25.5560518 
 58.8855116,25.5630308 
 58.8076498,25.4284825 
 58.8123181,25.4298564 
 58.746646,26.395943 
 58.7431149,26.3751866 
 58.8479043,26.9451201 
 58.6540989,25.9806342 
 58.9402924,23.5422211 
 58.9389604,23.5405777 
 58.9405538,23.5824691 
 58.9358478,23.5720456 
 59.4337655,26.2666029 
 59.3412697,26.1308269 
 59.5004744,26.5184524 
 59.34639,26.35583 
 59.3652351,26.3329041 
 59.3549549,26.3836351 
 59.2652459,25.9628125 
 59.2648693,25.966657 
 58.1530218,24.9627322 
 58.373644,24.6178266 
 58.607582,24.5013415 
 58.3696643,24.5511046 
 58.3870692,24.5011976 
 58.3683947,24.5464826 
 58.3955922,24.4580486 
 58.3744845,24.5369957 
 58.3875623,24.5043581 
 58.3819895,24.5096157 
 58.4085004,24.4943758 
 58.4288294,24.4977568 
 58.404837,24.651705 
 58.3888603,24.6075418 
 58.3940228,24.4612318 
 58.6540237,25.0382137 
 58.0518612,27.0460039 
 58.0638185,27.0710459 
 58.0974027,27.4634663 
 58.7744416,24.8181836 
 59.167185,24.749503 
 58.904565,24.425701 
 58.9982506,24.7907483 
 59.0097382,24.7933929 
 58.2654935,22.5165212 
 58.2628004,22.4802212 
 58.2632267,22.5080996 
 58.246815,22.4590209 
 58.5590602,23.0819442 
 58.6020549,27.1281379 
 58.2206482,26.4043706 
 58.147186,26.2488859 
 58.1439905,26.2485158 
 58.3573986,26.7205858 
 58.3384083,26.6549059 
 58.3685873,26.7664697 
 58.3732615,26.7491522 
 58.3780484,26.7275486 
 58.3780484,26.7275486 
 58.3795248,26.7643967 
 58.3768196,26.729074 
 58.38062,26.72509 
 58.358475,26.677486 
 58.3716423,26.7797022 
 58.4082214,26.7439108 
 58.38062,26.72509 
 58.4027253,26.7414419 
 58.3824668,26.7302361 
 58.3684178,26.7390834 
 58.3530072,26.686454 
 58.37503,26.7564669 
 58.349344,26.74006 
 58.3638423,26.7408383 
 58.3652089,26.7193581 
 58.3777866,26.7302297 
 58.3850205,26.6919062 
 58.3865365,26.7238109 
 58.4016817,26.720824 
 58.3761375,26.6971336 
 58.3230362,26.7106711 
 58.3151163,26.7220739 
 58.0587928,26.4973204 
 57.9978749,25.9326292 
 58.0063684,25.9143718 
 57.7768769,26.0273595 
 57.77781,26.0473 
 59.407228,27.2848929 
 58.2351775,25.8654565 
 58.3681706,25.5984795 
 58.1931215,25.5606974 
 58.3531304,25.5840531 
 58.3666665,25.5927846 
 58.36389,25.59 
 58.3632072,25.5913106 
 58.6309055,25.5583938 
 57.828949,26.530022 
 57.731983,27.2840114 
 57.8457813,27.0088434 
 57.835389,27.009807 
 57.8346228,27.0098856 

 59.4496209,26.8668768 
 58.1252437,25.3415437 
 59.2869603,25.6106361 
 58.2088297,27.0751343 
 59.3379836,27.4201844 
 58.6024626,27.124698 
 57.76667,26.93333 
 59.3705612,25.0781188 
 58.9860125,26.8701557 
 59.3649909,24.8987641 
 58.2206482,26.4043706 
 58.9394948,23.5415695 
 58.9369361,23.5645321 
 59.4350024,26.2525179 
 58.3507625,26.789044 
 59.095002,27.3146208 
 58.91667,25.66667 
 58.7431149,26.3751866 
 59.3620922,27.4013826 
 59.3582788,27.4141744 
 58.7744416,24.8181836 
 59.0382034,25.8842788 
 59.3537763,24.8924802 
 58.9624185,26.0280621 
 59.407228,27.2848929 
 59.3412697,26.1308269 
 58.23509,26.6949453 
 57.9857777,26.7595264 
 58.104291,25.5482396 
 59.3345525,25.3331962 
 58.9259395,24.8718354 
 59.3105885,24.4325674 
 59.31323,24.422028 
 59.309999,24.8343044 
 58.147573,24.9494284 
 59.3573876,26.9761776 
 59.319965,24.234971 
 59.163559,24.7575396 
 59.397924,27.2852958 
 59.4028743,27.2892384 
 59.1795016,25.1660087 
 59.5004744,26.5184524 
 58.2525765,22.4863051 
 58.2632267,22.5080996 
 59.4499323,25.4330656 
 58.8275465,22.7767714 
 58.9907455,22.7649005 
 59.3433949,24.6154395 
 59.357546,24.6020836 
 59.378141,24.238757 
 58.5718025,22.6822124 
 58.686675,23.8336845 
 59.5792288,25.7279754 
 59.4358105,24.9422153 
 59.4735476,25.0198472 
 58.6052358,23.2366791 
 59.4549145,24.4439803 
 58.2351775,25.8654565 
 58.8493,26.9451615 
 58.9076898,24.4359577 
 59.3808561,28.1767378 
 59.3866893,28.1790554 
 59.3641792,28.186764 
 59.25,27.41667 
 59.3872116,28.1674168 
 59.3855222,28.1842282 
 59.3785035,28.1892804 
 59.25,27.41667 
 58.2772769,26.5362665 
 58.558738,23.0824358 
 58.0587928,26.4973204 
 58.8868313,25.569118 
 58.373644,24.6178266 
 59.3518405,24.0514994 
 59.3977913,24.805542 
 59.4023808,24.8109219 
 58.3351365,26.3102525 
 58.5768465,26.2893528 
 58.6539145,25.9779105 
 58.0638185,27.0710459 
 57.7292343,26.9174406 
 58.3700317,24.5507706 
 58.3873675,24.5013806 
 58.3955922,24.4580486 
 58.3587514,24.5724847 
 58.4085004,24.4943758 
 58.6091421,24.505032 
 59.5025416,24.8678366 
 59.3598772,27.0368445 
 59.3696264,25.1830216 
 59.25,26.33333 
 59.3640156,26.3405363 
 59.0107989,24.7932741 
 58.1421515,26.2476908 
 58.0974027,27.4634663 
 59.10432,24.3128301 
 59.2931975,24.6574137 
 59.3241353,24.5479364 
 58.4288294,24.4977568 
 59.3909122,27.7744348 
 58.404837,24.651705 
 58.5363442,25.4653542 
 59.164612,26.1125805 
 59.4299064,24.5436286 
 59.4028379,24.6560974 
 59.4519319,24.7176649 
 59.4405073,24.738396 
 59.4313282,24.6290422 
 59.3825646,24.6637286 
 59.4317383,24.8234709 
 59.3732477,24.6650412 
 59.393409,24.7192687 
 59.4031546,24.6693498 
 59.4124701,24.6667414 
 59.4380305,24.8295982 
 59.4282253,24.6269175 
 59.4284431,24.7761574 
 59.4203775,24.7292365 
 59.4406989,24.7066109 
 59.4269537,24.7214613 
 59.4449806,24.883154 
 59.4405796,24.8627538 
 59.4463893,24.8637122 
 59.450159,24.8811793 
 59.4528542,24.8745859 
 59.4161145,24.7399346 
 59.4023276,24.6972348 
 59.4089246,24.6817106 
 59.4421676,24.8736492 
 59.4227698,24.6964113 
 59.4068486,24.683054 
 59.3721561,24.7165904 
 59.4386065,24.7704412 
 59.4135441,24.6550733 
 59.4296278,24.7923335 
 59.4484234,24.8451053 
 59.4350817,24.8111115 
 59.4450291,24.7005911 
 59.4889551,24.8371688 
 59.462283,24.8283849 
 59.4345889,24.8348773 
 59.4441722,24.7430001 
 59.3662954,24.7599437 
 59.4357904,24.7209426 
 59.4072471,24.8072546 
 59.4348517,24.8305344 
 59.4472484,24.6928579 
 59.4315861,24.7603772 
 59.4145752,24.7076448 
 59.441545,24.7299041 
 59.4284642,24.705427 
 59.4031716,24.7159747 
 59.4360871,24.7782196 
 59.4419122,24.8499801 
 59.4529605,24.7169552 
 59.4031546,24.6693498 
 59.4248259,24.7435771 
 59.4365991,24.7549171 
 59.4073346,24.6408042 
 59.4296626,24.7671114 
 59.4488137,24.8629618 
 59.418855,24.6426269 
 59.411548,24.6475319 
 59.4211214,24.6512281 
 59.4215601,24.7958311 
 59.2648693,25.966657 
 58.3729814,26.7543977 
 58.3761176,26.7804203 
 58.3573986,26.7205858 
 58.3730777,26.7507363 
 58.3699807,26.7100685 
 58.370386,26.7215565 
 58.3725136,26.7383438 
 58.3586092,26.6765849 
 58.39209,26.7298993 
 58.4027253,26.7414419 
 58.3684522,26.7388492 
 58.3720065,26.7208344 
 58.3530072,26.686454 
 58.3761375,26.6971336 
 58.0027113,25.9223885 
 58.3865365,26.7238109 
 58.3230362,26.7106711 
 58.3360157,23.9931082 
 58.8085276,25.4272089 
 58.9405538,23.5824691 
 59.2856291,24.9765248 
 59.4041424,27.581473 
 58.630441,25.5580839 
 57.7778286,26.0281311 
 57.731983,27.2840114 
 59.33333,24.83333 
 59.5049447,24.8300415 
 59.5049443,24.8270581 
 58.3548673,25.5847268 
 58.3706613,25.583185 
 58.3691544,25.5989755 
 57.8353661,27.0101973 
 57.847815,27.0048602 
 59.128426,26.252485 
 58.6540237,25.0382137 
 57.9590944,27.6315742 
 59.4334915,24.3679483 
 58.3151163,26.7220739 
