96009,Tallinna Sikupilli pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,J. Smuuli tee 9,59.425876,24.785391
96080,Tallinna Smuuli Maxima XX pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,Estonia pst 9,59.443633,24.822486
96140,Tallinna Solaris Keskuse pakiautomaat,Harju maakond,Tallinn,Kesklinna linnaosa,Liivalaia tn 53,59.433827,24.751343
96057,Tallinna Stockmanni pakiautomaat,Harju maakond,Tallinn,Kesklinna linnaosa,Tuulemaa tn 20,59.4317,24.76118
96154,Tallinna Stroomi Keskuse pakiautomaat,Harju maakond,Tallinn,Põhja-Tallinna linnaosa,Paavli tn 10,59.446947,24.692322
96166,Tallinna Sõle Rimi (Paavli 10) pakiautomaat,Harju maakond,Tallinn,Põhja-Tallinna linnaosa,Sõpruse pst 174,59.446831,24.701836
96014,Tallinna Sõpruse Rimi pakiautomaat,Harju maakond,Tallinn,Kristiine linnaosa,Sõpruse pst 171,59.414724,24.707578
96306,Tallinna Sõpruse pst 171 Maxima X pakiautomaat,Harju maakond,Tallinn,Mustamäe linnaosa,J. Sütiste tee 28,59.40731,24.704592
96175,Tallinna Sütiste Maxima X pakiautomaat,Harju maakond,Tallinn,Mustamäe linnaosa,Peterburi tee 2,59.397683,24.690599
96323,Tallinna T1 Keskuse pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,A. H. Tammsaare tee 133,59.424303,24.793946
96305,Tallinna Tammsaare Maxima XX pakiautomaat,Harju maakond,Tallinn,Mustamäe linnaosa,A. H. Tammsaare tee 47,59.40874,24.67551
96214,Tallinna Tammsaare Ärikeskuse pakiautomaat,Harju maakond,Tallinn,Kristiine linnaosa,Tatari tn 64,59.401398,24.717464
96240,Tallinna Tatari Rimi pakiautomaat,Harju maakond,Tallinn,Kesklinna linnaosa,Telliskivi tn 61,59.425373,24.745081
96058,Tallinna Telliskivi Rimi pakiautomaat,Harju maakond,Tallinn,Põhja-Tallinna linnaosa,A. H. Tammsaare tee 62,59.441534,24.73023
96006,Tallinna Tondi Selveri pakiautomaat,Harju maakond,Tallinn,Kristiine linnaosa,Pärnu mnt 142,59.403079,24.714367
96153,Tallinna Tondi Ärikeskuse pakiautomaat,Harju maakond,Tallinn,Kesklinna linnaosa,Vesivärava tn 37,59.410291,24.736499
96038,Tallinna Torupilli Selveri pakiautomaat,Harju maakond,Tallinn,Kesklinna linnaosa,Tähesaju tee 1,59.432211,24.780674
96302,Tallinna Tähesaju Selveri pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,Tööstuse tn 101,59.441912,24.849979
96185,Tallinna Tööstuse Rimi pakiautomaat,Harju maakond,Tallinn,Põhja-Tallinna linnaosa,Valdeku tn 114,59.453692,24.705562
96145,Tallinna Valdeku Maxima X pakiautomaat,Harju maakond,Tallinn,Nõmme linnaosa,Vabaduse pst 54b,59.376315,24.712072
96132,Tallinna Valdeku Selver ABC pakiautomaat,Harju maakond,Tallinn,Nõmme linnaosa,Vikerlase tn 19,59.381385,24.70096
96215,Tallinna Vikerlase Rimi pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,E. Vilde tee 75,59.439551,24.844028
96143,Tallinna Vilde tee Maxima XX pakiautomaat,Harju maakond,Tallinn,Mustamäe linnaosa,Viru väljak 4,59.402791,24.686321
96104,Tallinna Viru Bussiterminali pakiautomaat,Harju maakond,Tallinn,Kesklinna linnaosa,Õismäe tee 46,59.436135,24.756196
96103,Tallinna Õismäe Maxima XX pakiautomaat,Harju maakond,Tallinn,Haabersti linnaosa,Sepapaja tn 2,59.411406,24.6476
96208,Tallinna Ülemiste City Selveri pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,Suur-Sõjamäe tn 4,59.421569,24.80319
96113,Tallinna Ülemiste keskuse pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,Ümera tn 3b,59.422836,24.793658
96059,Tallinna Ümera Maxima XX pakiautomaat,Harju maakond,Tallinn,Lasnamäe linnaosa,Võru tn 75b,59.444379,24.888924
96310,Tartu Aardla Selveri pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Anne tn 40,58.357733,26.721733
96319,Tartu Anne 40 Maxima X pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Kalda tee 43,58.378669,26.749988
96126,Tartu Anne Selveri pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Kalda tee 1c,58.368422,26.766639
96020,Tartu Eedeni pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Ilmatsalu tn 11,58.373779,26.74993
96241,Tartu Ilmatsalu Maxima X pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Jaama tn 74,58.378307,26.685048
96213,Tartu Jaamamõisa Selveri pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Jalaka tn 34,58.381751,26.751181
96187,Tartu Karete Coop Konsumi pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Küüni tn 7,58.34994,26.723909
96061,Tartu Kesklinna Keskuse pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Jaama tn 173,58.378165,26.724781
96068,Tartu Kivilinna Coop Konsumi pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Riia tn 2,58.37951,26.764323
96165,Tartu Kvartali Keskuse pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Lembitu tn 2,58.376914,26.728903
96074,Tartu Lembitu Coop Konsumi pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Ringtee tn 75,58.369952,26.709853
96019,Tartu Lõunakeskuse pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Narva mnt 112,58.358285,26.678577
96127,Tartu Raadi Maxima XX pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Rebase tn 10,58.391841,26.729907
96087,Tartu Rebase Rimi pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Aardla tn 114,58.368345,26.739126
96088,Tartu Ringtee Selveri pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Anne tn 57,58.353113,26.686381
96136,Tartu Saare Maxima X pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Võru tn 55f,58.37506,26.756571
96021,Tartu Sõbrakeskuse pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Turu tn 2,58.364613,26.719352
96039,Tartu Tasku keskuse pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,F. Tuglase tn 19,58.377805,26.731127
96321,Tartu Tuglase Rimi pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Ujula tn 2,58.385073,26.691921
96022,Tartu Ujula Coop Konsumi pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Vahi tn 62,58.386338,26.724305
96309,Tartu Vahi Selveri pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Vitamiini tn 1,58.401726,26.720767
96060,Tartu Veeriku Selveri pakiautomaat,Tartu maakond,Tartu linn,Tartu linn,Tehase tänav ,58.37635,26.697007
96223,Turba kaupluse pakiautomaat,Harju maakond,Saue vald,Turba alevik,Vana-Vaida tee 3,59.079758,24.238641
96244,Vaida Coop kaupluse pakiautomaat,Harju maakond,Rae vald,Vaida alevik,Jaama pst 2b,59.285628,24.976524
